,kor,no,url,part,video_sec,video_link
22761,초보,9027,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244169/MOV000258733_700X466.mp4,,16.78,초보_(22761).mp4
22762,초빙,9941,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629412/MOV000258719_700X466.mp4,,4.34,초빙_(22762).mp4
22763,초빙,11668,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629421/MOV000247536_700X466.mp4,,4.34,초빙_(22763).mp4
22764,초산,3096,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345802/MOV000238253_700X466.mp4,,9.7,초산_(22764).mp4
22765,초상화,9028,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244170/MOV000258735_700X466.mp4,,15.98,초상화_(22765).mp4
22766,초성,20694,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286568/MOV000288443_700X466.mp4,명사,4.01,초성_(22766).mp4
22767,초성자,20695,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286569/MOV000288446_700X466.mp4,명사,5.0,초성자_(22767).mp4
22768,초소,9029,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244171/MOV000258737_700X466.mp4,,16.45,초소_(22768).mp4
22769,초순,7945,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242178/MOV000254803_700X466.mp4,,11.95,초순_(22769).mp4
22770,초순,9030,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244172/MOV000258739_700X466.mp4,,14.35,초순_(22770).mp4
22771,초승달,8648,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345413/MOV000236844_700X466.mp4,,9.71,초승달_(22771).mp4
22772,초승달,9031,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244173/MOV000258741_700X466.mp4,,17.95,초승달_(22772).mp4
22773,초식,4825,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227047/MOV000242172_700X466.mp4,,11.65,초식_(22773).mp4
22774,초식성,4826,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227048/MOV000242174_700X466.mp4,,12.95,초식성_(22774).mp4
22775,초여름,4827,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227049/MOV000242176_700X466.mp4,,11.05,초여름_(22775).mp4
22776,초원,9032,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244174/MOV000258743_700X466.mp4,,17.62,초원_(22776).mp4
22777,초월,1176,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632403/MOV000238087_700X466.mp4,,3.44,초월_(22777).mp4
22778,초월,3097,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632401/MOV000238255_700X466.mp4,,3.44,초월_(22778).mp4
22779,초월,3542,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632406/MOV000244366_700X466.mp4,,3.44,초월_(22779).mp4
22780,초월,6991,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632404/MOV000257980_700X466.mp4,,3.44,초월_(22780).mp4
22781,초인종,9033,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244175/MOV000258745_700X466.mp4,,17.25,초인종_(22781).mp4
22782,초일,3965,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624853/MOV000242116_700X466.mp4,,3.6,초일_(22782).mp4
22783,초점,9034,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244176/MOV000258747_700X466.mp4,,15.68,초점_(22783).mp4
22784,초조하다,9942,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244177/MOV000258749_700X466.mp4,,14.28,초조하다_(22784).mp4
22785,초창기,3098,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218458/MOV000238257_700X466.mp4,,10.58,초창기_(22785).mp4
22786,초청,8441,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244237/MOV000258868_700X466.mp4,,19.69,초청_(22786).mp4
22787,초콜릿,3133,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218459/MOV000238259_700X466.mp4,,8.18,초콜릿_(22787).mp4
22788,초혼,5004,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/229099/MOV000243102_700X466.mp4,,8.88,초혼_(22788).mp4
22789,촉감,8442,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244238/MOV000258870_700X466.mp4,,17.35,촉감_(22789).mp4
22790,촉진,8633,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238520/MOV000247538_700X466.mp4,,10.04,촉진_(22790).mp4
22791,촉탁,4295,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237549/MOV000246934_700X466.mp4,,10.08,촉탁_(22791).mp4
22792,촌,11996,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632178/MOV000256391_700X466.mp4,,3.67,촌_(22792).mp4
22793,촌,12384,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632179/MOV000258872_700X466.mp4,,3.67,촌_(22793).mp4
22794,촌락,8443,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244240/MOV000258874_700X466.mp4,,18.49,촌락_(22794).mp4
22795,촌스럽다,4418,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238521/MOV000247540_700X466.mp4,,8.81,촌스럽다_(22795).mp4
22796,촌장,4829,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003292/MOV000359592_700X466.mp4,,4.02,촌장_(22796).mp4
22797,촛불,3134,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218460/MOV000238261_700X466.mp4,,9.98,촛불_(22797).mp4
22798,총,3135,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218461/MOV000238263_700X466.mp4,,8.01,총_(22798).mp4
22799,총,3672,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785125/MOV000356981_700X466.mp4,,3.62,총_(22799).mp4
22800,총,11161,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226647/MOV000241960_700X466.mp4,,11.38,총_(22800).mp4
22801,총각,3264,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764398/MOV000239183_700X466.mp4,,3.05,총각_(22801).mp4
22802,총각,8444,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244241/MOV000258876_700X466.mp4,,15.28,총각_(22802).mp4
22803,총력,8445,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244242/MOV000258878_700X466.mp4,,15.18,총력_(22803).mp4
22804,총력,10253,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151127/217690/MOV000237909_700X466.mp4,,10.95,총력_(22804).mp4
22805,총리,8446,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1039974/MOV000360519_700X466.mp4,,3.02,총리_(22805).mp4
22806,총명,8447,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735667/MOV000258882_700X466.mp4,,2.92,총명_(22806).mp4
22807,총무,8448,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735668/MOV000258884_700X466.mp4,,2.87,총무_(22807).mp4
22808,총사령관,3136,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005076/MOV000359804_700X466.mp4,,5.02,총사령관_(22808).mp4
22809,총살,3030,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232668/MOV000244684_700X466.mp4,,7.11,총살_(22809).mp4
22810,총살,8449,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244246/MOV000258886_700X466.mp4,,14.15,총살_(22810).mp4
22811,총소리,3137,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218463/MOV000238267_700X466.mp4,,7.74,총소리_(22811).mp4
22812,총알,3859,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229340/MOV000243204_700X466.mp4,,10.31,총알_(22812).mp4
22813,총알,7592,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244247/MOV000258888_700X466.mp4,,15.02,총알_(22813).mp4
22814,총액,7593,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244248/MOV000258890_700X466.mp4,,15.88,총액_(22814).mp4
22815,총장,7594,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733282/MOV000258892_700X466.mp4,,3.54,총장_(22815).mp4
22816,총재,7595,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735642/MOV000258894_700X466.mp4,,3.5,총재_(22816).mp4
22817,총회,7596,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735643/MOV000258896_700X466.mp4,,3.2,총회_(22817).mp4
22818,총회의,7596,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735643/MOV000258896_700X466.mp4,,3.2,총회의_(22818).mp4
22819,촬영,7597,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735644/MOV000258898_700X466.mp4,,3.32,촬영_(22819).mp4
22820,최고,379,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629521/MOV000235725_700X466.mp4,,3.69,최고_(22820).mp4
22821,최고,1462,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629522/MOV000236544_700X466.mp4,,3.69,최고_(22821).mp4
22822,최고,4001,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629526/MOV000243426_700X466.mp4,,3.69,최고_(22822).mp4
22823,최고,5282,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629524/MOV000246632_700X466.mp4,,3.69,최고_(22823).mp4
22824,최고,5623,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629525/MOV000246976_700X466.mp4,,3.69,최고_(22824).mp4
22825,최고,7598,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629523/MOV000258900_700X466.mp4,,3.69,최고_(22825).mp4
22826,최고,8184,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629520/MOV000256662_700X466.mp4,,3.69,최고_(22826).mp4
22827,최고,10155,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735714/MOV000244626_700X466.mp4,,2.49,최고_(22827).mp4
22828,최고봉,3138,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218464/MOV000238269_700X466.mp4,,8.81,최고봉_(22828).mp4
22829,최근,3227,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624419/MOV000239167_700X466.mp4,,3.84,최근_(22829).mp4
22830,최근,3261,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624416/MOV000239173_700X466.mp4,,3.84,최근_(22830).mp4
22831,최근,7073,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624418/MOV000257207_700X466.mp4,,3.84,최근_(22831).mp4
22832,최근,9944,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624420/MOV000259013_700X466.mp4,,3.84,최근_(22832).mp4
22833,최근,11742,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624417/MOV000257215_700X466.mp4,,3.84,최근_(22833).mp4
22834,최대,9546,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244312/MOV000259015_700X466.mp4,,14.25,최대_(22834).mp4
22835,최대화,15751,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271566/MOV000273242_700X466.mp4,,4.88,최대화_(22835).mp4
22836,최루탄,9547,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244313/MOV000259017_700X466.mp4,,16.95,최루탄_(22836).mp4
22837,최선,12295,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244314/MOV000259019_700X466.mp4,,17.05,최선_(22837).mp4
22838,최소,9548,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244315/MOV000259021_700X466.mp4,,14.58,최소_(22838).mp4
22839,최소화,15752,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271567/MOV000273246_700X466.mp4,,5.58,최소화_(22839).mp4
22840,최신,9549,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244316/MOV000259023_700X466.mp4,,15.25,최신_(22840).mp4
22841,최씨,12296,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732672/MOV000259025_700X466.mp4,,3.34,최씨_(22841).mp4
22842,최저,3139,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218465/MOV000238271_700X466.mp4,,8.64,최저_(22842).mp4
22843,최종,1279,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630097/MOV000241831_700X466.mp4,,3.37,최종_(22843).mp4
22844,최종,9376,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630093/MOV000249534_700X466.mp4,,3.37,최종_(22844).mp4
22845,최종,9945,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630101/MOV000259031_700X466.mp4,,3.37,최종_(22845).mp4
22846,최종,10390,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630096/MOV000252060_700X466.mp4,,3.37,최종_(22846).mp4
22847,최종,10394,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630107/MOV000252076_700X466.mp4,,3.37,최종_(22847).mp4
22848,최종,10995,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630106/MOV000250912_700X466.mp4,,3.37,최종_(22848).mp4
22849,최종,11070,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630099/MOV000241167_700X466.mp4,,3.37,최종_(22849).mp4
22850,최종,11139,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630094/MOV000240183_700X466.mp4,,3.37,최종_(22850).mp4
22851,최종,11280,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630098/MOV000236850_700X466.mp4,,3.37,최종_(22851).mp4
22852,최종,11516,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630103/MOV000249856_700X466.mp4,,3.37,최종_(22852).mp4
22853,최종,11535,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630095/MOV000248544_700X466.mp4,,3.37,최종_(22853).mp4
22854,최종,12385,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630100/MOV000259027_700X466.mp4,,3.37,최종_(22854).mp4
22855,최종,12525,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630102/MOV000240179_700X466.mp4,,3.37,최종_(22855).mp4
22856,최종,12715,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630105/MOV000248542_700X466.mp4,,3.37,최종_(22856).mp4
22857,최종,12850,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630104/MOV000242132_700X466.mp4,,3.37,최종_(22857).mp4
22858,최초,9550,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244319/MOV000259029_700X466.mp4,,17.85,최초_(22858).mp4
22859,최후,1279,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630097/MOV000241831_700X466.mp4,,3.37,최후_(22859).mp4
22860,최후,9376,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630093/MOV000249534_700X466.mp4,,3.37,최후_(22860).mp4
22861,최후,9945,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630101/MOV000259031_700X466.mp4,,3.37,최후_(22861).mp4
22862,최후,10390,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630096/MOV000252060_700X466.mp4,,3.37,최후_(22862).mp4
22863,최후,10394,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630107/MOV000252076_700X466.mp4,,3.37,최후_(22863).mp4
22864,최후,10995,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630106/MOV000250912_700X466.mp4,,3.37,최후_(22864).mp4
22865,최후,11070,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630099/MOV000241167_700X466.mp4,,3.37,최후_(22865).mp4
22866,최후,11139,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630094/MOV000240183_700X466.mp4,,3.37,최후_(22866).mp4
22867,최후,11280,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630098/MOV000236850_700X466.mp4,,3.37,최후_(22867).mp4
22868,최후,11516,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630103/MOV000249856_700X466.mp4,,3.37,최후_(22868).mp4
22869,최후,11535,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630095/MOV000248544_700X466.mp4,,3.37,최후_(22869).mp4
22870,최후,12385,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630100/MOV000259027_700X466.mp4,,3.37,최후_(22870).mp4
22871,최후,12525,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630102/MOV000240179_700X466.mp4,,3.37,최후_(22871).mp4
22872,최후,12715,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630105/MOV000248542_700X466.mp4,,3.37,최후_(22872).mp4
22873,최후,12850,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630104/MOV000242132_700X466.mp4,,3.37,최후_(22873).mp4
22874,추가,1431,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624367/MOV000236194_700X466.mp4,,4.41,추가_(22874).mp4
22875,추가,1481,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624369/MOV000236616_700X466.mp4,,4.41,추가_(22875).mp4
22876,추가,2104,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624363/MOV000240627_700X466.mp4,,4.41,추가_(22876).mp4
22877,추가,2702,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624370/MOV000244480_700X466.mp4,,4.41,추가_(22877).mp4
22878,추가,6220,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624365/MOV000251889_700X466.mp4,,4.41,추가_(22878).mp4
22879,추가,6224,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624366/MOV000251901_700X466.mp4,,4.41,추가_(22879).mp4
22880,추가,8428,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624371/MOV000258293_700X466.mp4,,4.41,추가_(22880).mp4
22881,추가,8740,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624364/MOV000259638_700X466.mp4,,4.41,추가_(22881).mp4
